name,longitude,latitude,key,family,genus,species,stateProvince,year,month,day,eventDate,countryCode,county
"Colias philodice Godart, 1819",-106.29633,41.28091,1039085711,Pieridae,Colias,Colias philodice,Wyoming,1953,7,14,1953-07-14,US,Albany County
"Colias philodice Godart, 1819",-73.9094887274357,41.08996571250639,1039146402,Pieridae,Colias,Colias philodice,New York,1953,7,2,1953-07-02,US,Rockland County
"Colias philodice Godart, 1819",-101.2472,53.817699,1039114910,Pieridae,Colias,Colias philodice,Manitoba,1953,7,10,1953-07-10,CA,NA
"Colias philodice Godart, 1819",-90.342513,47.759795,1677355165,Pieridae,Colias,Colias philodice,Minnesota,1953,7,8,1953-07-08,US,Cook County
"Colias philodice Godart, 1819",-101.2472,53.817699,1039044889,Pieridae,Colias,Colias philodice,Manitoba,1953,7,29,1953-07-29,CA,NA
"Colias philodice Godart, 1819",-72.166814,41.709811,1039092590,Pieridae,Colias,Colias philodice,Connecticut,1953,7,15,1953-07-15,US,Windham County
"Colias philodice Godart, 1819",-73.327152,41.646879,1261939819,Pieridae,Colias,Colias philodice,Connecticut,1953,7,10,1953-07-10,US,Litchfield
"Colias philodice Godart, 1819",-101.2472,53.817699,1039073406,Pieridae,Colias,Colias philodice,Manitoba,1953,8,5,1953-08-05,CA,NA
"Colias philodice Godart, 1819",-101.2472,53.817699,1039141370,Pieridae,Colias,Colias philodice,Manitoba,1953,8,8,1953-08-08,CA,NA
"Colias philodice Godart, 1819",-73.010033,41.35661,1039044949,Pieridae,Colias,Colias philodice,Connecticut,1953,8,7,1953-08-07,US,New Haven County
"Colias philodice Godart, 1819",-102.731,45.22082,1039197489,Pieridae,Colias,Colias philodice,South Dakota,1953,8,26,1953-08-26,US,NA
"Colias philodice eriphyle W.H.Edwards, 1876",-117.8,49.083,1848296194,Pieridae,Colias,Colias philodice,British Columbia,1953,8,8,1953-08-08,CA,Kootenay Boundary
"Colias philodice Godart, 1819",-73.327152,41.646879,1261939824,Pieridae,Colias,Colias philodice,Connecticut,1953,8,30,1953-08-30,US,Litchfield
"Colias philodice Godart, 1819",-101.2472,53.817699,1039189550,Pieridae,Colias,Colias philodice,Manitoba,1953,8,6,1953-08-06,CA,NA
"Colias philodice Godart, 1819",-101.2472,53.817699,1039183367,Pieridae,Colias,Colias philodice,Manitoba,1953,8,12,1953-08-12,CA,NA
"Colias philodice Godart, 1819",-65.516667,44.75,925596111,Pieridae,Colias,Colias philodice,Nova Scotia,1953,8,8,1953-08-08,CA,Annapolis
"Colias philodice Godart, 1819",-101.2472,53.817699,1039128244,Pieridae,Colias,Colias philodice,Manitoba,1953,8,18,1953-08-18,CA,NA
"Colias philodice Godart, 1819",-105.56389,39.9486,1039086675,Pieridae,Colias,Colias philodice,Colorado,1953,8,19,1953-08-19,US,Boulder County
"Colias philodice Godart, 1819",-73.944,41.115,1039152157,Pieridae,Colias,Colias philodice,New York,1953,8,2,1953-08-02,US,Rockland County
"Colias philodice Godart, 1819",-73.94272,45.408754,932849764,Pieridae,Colias,Colias philodice,Quebec,1953,9,3,1953-09-03,CA,NA
"Colias philodice Godart, 1819",-72.59944703253296,42.539945287409914,1039182076,Pieridae,Colias,Colias philodice,Massachusetts,1952,4,26,1952-04-26,US,Franklin County
"Colias philodice Godart, 1819",-72.59944703253296,42.539945287409914,1039097999,Pieridae,Colias,Colias philodice,Massachusetts,1952,4,27,1952-04-27,US,Franklin County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039058704,Pieridae,Colias,Colias philodice,Connecticut,1952,5,19,1952-05-19,US,New Haven County
"Colias philodice Godart, 1819",-72.8972,41.3958,1039200393,Pieridae,Colias,Colias philodice,Connecticut,1952,5,NA,1952-05-01,US,New Haven County
"Colias philodice Godart, 1819",-63.599308,44.650097,1039169062,Pieridae,Colias,Colias philodice,Nova Scotia,1952,6,17,1952-06-17,CA,Halifax County
"Colias philodice Godart, 1819",-63.6,44.65,1039148609,Pieridae,Colias,Colias philodice,Nova Scotia,1952,7,21,1952-07-21,CA,Halifax County
"Colias philodice eriphyle W.H.Edwards, 1876",-117.7,49.1,1848296155,Pieridae,Colias,Colias philodice,British Columbia,1952,7,18,1952-07-18,CA,Kootenay Boundary
"Colias philodice Godart, 1819",-72.8972,41.3958,1039053172,Pieridae,Colias,Colias philodice,Connecticut,1952,7,25,1952-07-25,US,New Haven County
"Colias philodice Godart, 1819",-72.924531,41.307231,1039045095,Pieridae,Colias,Colias philodice,Connecticut,1952,7,NA,1952-07-01,US,New Haven County
"Colias philodice eriphyle W.H.Edwards, 1876",-117.7,49.1,1848296369,Pieridae,Colias,Colias philodice,British Columbia,1952,7,18,1952-07-18,CA,Kootenay Boundary
"Colias philodice eriphyle W.H.Edwards, 1876",-117.7,49.1,1848296467,Pieridae,Colias,Colias philodice,British Columbia,1952,7,18,1952-07-18,CA,Kootenay Boundary
"Colias philodice Godart, 1819",-152.14302527471474,69.35962988974653,1039177713,Pieridae,Colias,Colias philodice,Alaska,1952,7,31,1952-07-31,US,North Slope Borough
"Colias philodice Godart, 1819",-73.944,41.115,1039191408,Pieridae,Colias,Colias philodice,New York,1952,7,27,1952-07-27,US,Rockland County
"Colias philodice eriphyle W.H.Edwards, 1876",-117.8,49.083,1848296584,Pieridae,Colias,Colias philodice,British Columbia,1952,8,5,1952-08-05,CA,Kootenay Boundary
"Colias philodice eriphyle W.H.Edwards, 1876",-117.8,49.083,1848296333,Pieridae,Colias,Colias philodice,British Columbia,1952,8,9,1952-08-09,CA,Kootenay Boundary
"Colias philodice Godart, 1819",-103.4588,43.88027,1039059798,Pieridae,Colias,Colias philodice,South Dakota,1952,8,31,1952-08-31,US,Pennington County
"Colias philodice Godart, 1819",-105.6905,40.3383,1039132138,Pieridae,Colias,Colias philodice,Colorado,1952,8,4,1952-08-04,US,NA
"Colias philodice eriphyle W.H.Edwards, 1876",-117.8,49.083,1848296747,Pieridae,Colias,Colias philodice,British Columbia,1952,8,9,1952-08-09,CA,Kootenay Boundary
"Colias philodice Godart, 1819",-73.915465,45.418956,925596020,Pieridae,Colias,Colias philodice,Quebec,1952,9,8,1952-09-08,CA,Montreal
"Colias philodice Godart, 1819",-73.010033,41.35661,1039141981,Pieridae,Colias,Colias philodice,Connecticut,1952,9,28,1952-09-28,US,New Haven County
"Colias philodice Godart, 1819",-74.66238,40.44761,1039105186,Pieridae,Colias,Colias philodice,New Jersey,1952,9,11,1952-09-11,US,Middlesex County
"Colias philodice Godart, 1819",-73.915465,45.418956,863593284,Pieridae,Colias,Colias philodice,Quebec,1952,9,8,1952-09-08,CA,Montreal
"Colias philodice Godart, 1819",-73.00889,41.3525,1039027169,Pieridae,Colias,Colias philodice,Connecticut,1952,9,NA,1952-09-01,US,New Haven County
"Colias philodice Godart, 1819",-87.844788,42.363632,1039080309,Pieridae,Colias,Colias philodice,Illinois,1952,9,4,1952-09-04,US,Lake County
"Colias philodice Godart, 1819",-74.66238,40.44761,1039042824,Pieridae,Colias,Colias philodice,New Jersey,1952,9,11,1952-09-11,US,Middlesex County
"Colias philodice Godart, 1819",-73.944,41.115,1039033465,Pieridae,Colias,Colias philodice,New York,1952,9,12,1952-09-12,US,Rockland County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039145841,Pieridae,Colias,Colias philodice,Connecticut,1952,9,28,1952-09-28,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039129142,Pieridae,Colias,Colias philodice,Connecticut,1952,NA,NA,1952-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039049365,Pieridae,Colias,Colias philodice,Connecticut,1952,NA,NA,1952-01-01,US,New Haven County
"Colias philodice Godart, 1819",-72.8972,41.3958,1039099011,Pieridae,Colias,Colias philodice,Connecticut,1952,NA,NA,1952-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039150331,Pieridae,Colias,Colias philodice,Connecticut,1952,NA,NA,1952-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.63374,40.86232,1039192985,Pieridae,Colias,Colias philodice,New York,1951,5,12,1951-05-12,US,Nassau County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039152857,Pieridae,Colias,Colias philodice,Connecticut,1951,5,17,1951-05-17,US,New Haven County
"Colias philodice Godart, 1819",-110.718265,43.655766,1039094783,Pieridae,Colias,Colias philodice,Wyoming,1951,6,16,1951-06-16,US,Teton County
"Colias philodice Godart, 1819",-103.92583,42.76639,1039107673,Pieridae,Colias,Colias philodice,Nebraska,1951,6,11,1951-06-11,US,Sioux County
"Colias philodice Godart, 1819",-107.21147,40.48357,1039204786,Pieridae,Colias,Colias philodice,Colorado,1951,6,29,1951-06-29,US,Routt County
"Colias philodice Godart, 1819",-106.94311,44.30303,1039161806,Pieridae,Colias,Colias philodice,Wyoming,1951,6,14,1951-06-14,US,Johnson County
"Colias philodice Godart, 1819",-110.915,43.475,1039192405,Pieridae,Colias,Colias philodice,Wyoming,1951,6,16,1951-06-16,US,Teton County
"Colias philodice Godart, 1819",-103.925686,42.766013,1039025949,Pieridae,Colias,Colias philodice,Nebraska,1951,6,11,1951-06-11,US,Sioux County
"Colias philodice eriphyle W.H.Edwards, 1876",-104.505,48.502,1848290343,Pieridae,Colias,Colias philodice,Montana,1951,6,12,1951-06-12,US,Sheridan
"Colias philodice Godart, 1819",-105.13137,43.95105,1039054279,Pieridae,Colias,Colias philodice,Wyoming,1951,6,14,1951-06-14,US,Johnson County
"Colias philodice Godart, 1819",-107.22562,44.17496,1039170925,Pieridae,Colias,Colias philodice,Wyoming,1951,6,15,1951-06-15,US,NA
"Colias philodice Godart, 1819",-109.91745,53.60009,1039176518,Pieridae,Colias,Colias philodice,Saskatchewan,1951,6,5,1951-06-05,CA,NA
"Colias philodice Godart, 1819",-103.843121,43.71435,1039132427,Pieridae,Colias,Colias philodice,South Dakota,1951,6,13,1951-06-13,US,Custer County
"Colias philodice Godart, 1819",-107.22562,44.17496,1039197185,Pieridae,Colias,Colias philodice,Wyoming,1951,6,15,1951-06-15,US,NA
"Colias philodice Godart, 1819",-74.66154,41.32088,1039042597,Pieridae,Colias,Colias philodice,New Jersey,1951,7,7,1951-07-07,US,Sussex County
"Colias philodice Godart, 1819",-73.63374,40.86232,1039074827,Pieridae,Colias,Colias philodice,New York,1951,7,25,1951-07-25,US,Nassau County
"Colias philodice Godart, 1819",-138.66667,61.39442,1039106898,Pieridae,Colias,Colias philodice,Yukon Territory,1951,7,12,1951-07-12,CA,NA
"Colias philodice Godart, 1819",-73.44012,41.90658,1039087432,Pieridae,Colias,Colias philodice,Connecticut,1951,7,21,1951-07-21,US,Litchfield County
"Colias philodice Godart, 1819",-74.966279,39.902613,1436114010,Pieridae,Colias,Colias philodice,New Jersey,1951,7,7,1951-07-07,US,Camden
"Colias philodice Godart, 1819",-87.63643,41.47004,1039027334,Pieridae,Colias,Colias philodice,Illinois,1951,7,7,1951-07-07,US,Will County
"Colias philodice Godart, 1819",-74.45349,40.73927,1039141921,Pieridae,Colias,Colias philodice,New Jersey,1951,7,1,1951-07-01,US,Morris County
"Colias philodice Godart, 1819",-106.99229,44.6833,1039178127,Pieridae,Colias,Colias philodice,Wyoming,1951,7,20,1951-07-20,US,Sheridan County
"Colias philodice Godart, 1819",-71.30346,44.2705,1039111694,Pieridae,Colias,Colias philodice,New Hampshire,1951,8,13,1951-08-13,US,Coos County
"Colias philodice Godart, 1819",-80.2132,36.9106,1039112087,Pieridae,Colias,Colias philodice,Virginia,1951,8,30,1951-08-30,US,Floyd County
"Colias philodice Godart, 1819",-72.4269,44.2781,1039195805,Pieridae,Colias,Colias philodice,Vermont,1951,8,15,1951-08-15,US,Washington County
"Colias philodice Godart, 1819",-80.067869,37.269248,1039203636,Pieridae,Colias,Colias philodice,Virginia,1951,8,19,1951-08-19,US,Roanoke County
"Colias philodice Godart, 1819",-80.64257,36.67208,1039128588,Pieridae,Colias,Colias philodice,Virginia,1951,8,29,1951-08-29,US,Roanoke County
"Colias philodice Godart, 1819",-80.067869,37.269248,1039050986,Pieridae,Colias,Colias philodice,Virginia,1951,8,30,1951-08-30,US,Roanoke County
"Colias philodice Godart, 1819",-98.45,50.066667,925596012,Pieridae,Colias,Colias philodice,Quebec,1951,8,27,1951-08-27,CA,NA
"Colias philodice Godart, 1819",-71.30346,44.2705,1039141802,Pieridae,Colias,Colias philodice,New Hampshire,1951,8,12,1951-08-12,US,Coos County
"Colias philodice Godart, 1819",-73.941948,45.424298,925596069,Pieridae,Colias,Colias philodice,Quebec,1951,8,28,1951-08-28,CA,Yamaska
"Colias philodice Godart, 1819",-73.915465,45.418956,932848933,Pieridae,Colias,Colias philodice,Quebec,1951,9,16,1951-09-16,CA,Montreal
"Colias philodice Godart, 1819",-73.82736,40.95038,1039185357,Pieridae,Colias,Colias philodice,New York,1951,9,17,1951-09-17,US,Westchester County
"Colias philodice Godart, 1819",-73.95,45.3833,863593219,Pieridae,Colias,Colias philodice,Quebec,1951,9,1,1951-09-01,CA,Vaudreuil-Soulanges
"Colias philodice Godart, 1819",-73.82736,40.95038,1039079496,Pieridae,Colias,Colias philodice,New York,1951,9,12,1951-09-12,US,Westchester County
"Colias philodice Godart, 1819",-73.82736,40.95038,1039044268,Pieridae,Colias,Colias philodice,New York,1951,9,7,1951-09-07,US,Westchester County
"Colias philodice Godart, 1819",-74.76905,41.02038,1039109263,Pieridae,Colias,Colias philodice,New Jersey,1951,9,8,1951-09-08,US,Sussex County
"Colias philodice Godart, 1819",-74.76905,41.02038,1039142536,Pieridae,Colias,Colias philodice,New Jersey,1951,9,8,1951-09-08,US,Sussex County
"Colias philodice Godart, 1819",-73.915465,45.418956,932849749,Pieridae,Colias,Colias philodice,Quebec,1951,9,21,1951-09-21,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932848909,Pieridae,Colias,Colias philodice,Quebec,1951,9,17,1951-09-17,CA,Montreal
"Colias philodice Godart, 1819",-73.82736,40.95038,1039169219,Pieridae,Colias,Colias philodice,New York,1951,9,5,1951-09-05,US,Westchester County
"Colias philodice Godart, 1819",-73.95,45.3833,932851703,Pieridae,Colias,Colias philodice,Quebec,1951,9,1,1951-09-01,CA,Vaudreuil-Soulanges
"Colias philodice Godart, 1819",-105.21313,39.94664,1039121760,Pieridae,Colias,Colias philodice,Colorado,1951,9,2,1951-09-02,US,Boulder County
"Colias philodice Godart, 1819",-105.21313,39.94664,1039090529,Pieridae,Colias,Colias philodice,Colorado,1951,9,1,1951-09-01,US,Boulder County
"Colias philodice Godart, 1819",-73.82736,40.95038,1039130800,Pieridae,Colias,Colias philodice,New York,1951,9,14,1951-09-14,US,Westchester County
"Colias philodice Godart, 1819",-73.95,45.3833,863593224,Pieridae,Colias,Colias philodice,Quebec,1951,9,1,1951-09-01,CA,Vaudreuil-Soulanges
"Colias philodice Godart, 1819",-73.00889,41.3525,1039037642,Pieridae,Colias,Colias philodice,Connecticut,1951,11,22,1951-11-22,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039204617,Pieridae,Colias,Colias philodice,Connecticut,1951,NA,NA,1951-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039075259,Pieridae,Colias,Colias philodice,Connecticut,1951,NA,NA,1951-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039040825,Pieridae,Colias,Colias philodice,Connecticut,1951,NA,NA,1951-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.915465,45.418956,932850385,Pieridae,Colias,Colias philodice,Quebec,1950,5,29,1950-05-29,CA,Montreal
"Colias philodice Godart, 1819",-73.00889,41.3525,1039029302,Pieridae,Colias,Colias philodice,Connecticut,1950,5,21,1950-05-21,US,New Haven County
"Colias philodice Godart, 1819",-73.915465,45.418956,932847481,Pieridae,Colias,Colias philodice,Quebec,1950,5,31,1950-05-31,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,925595523,Pieridae,Colias,Colias philodice,Quebec,1950,5,31,1950-05-31,CA,Montreal
"Colias philodice Godart, 1819",-73.010033,41.35661,1039094271,Pieridae,Colias,Colias philodice,Connecticut,1950,5,6,1950-05-06,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039181485,Pieridae,Colias,Colias philodice,Connecticut,1950,7,5,1950-07-05,US,New Haven County
"Colias philodice Godart, 1819",-72.44398,43.13341,1039143854,Pieridae,Colias,Colias philodice,Vermont,1950,7,14,1950-07-14,US,Windham County
"Colias philodice Godart, 1819",-73.915465,45.418956,932850431,Pieridae,Colias,Colias philodice,Quebec,1950,7,20,1950-07-20,CA,Montreal
"Colias philodice Godart, 1819",-99.58951,39.8335,1039058581,Pieridae,Colias,Colias philodice,Kansas,1950,7,21,1950-07-21,US,NA
"Colias philodice Godart, 1819",-64.52425,45.131559,1039159092,Pieridae,Colias,Colias philodice,Nova Scotia,1950,7,27,1950-07-27,CA,Kings County
"Colias philodice Godart, 1819",-73.915465,45.418956,863593102,Pieridae,Colias,Colias philodice,Quebec,1950,7,20,1950-07-20,CA,Montreal
"Colias philodice Godart, 1819",-97,49.88333,1039036611,Pieridae,Colias,Colias philodice,Manitoba,1950,8,12,1950-08-12,CA,NA
"Colias philodice Godart, 1819",-73.010033,41.35661,1039149365,Pieridae,Colias,Colias philodice,Connecticut,1950,8,NA,1950-08-01,US,New Haven County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039140984,Pieridae,Colias,Colias philodice,Connecticut,1950,8,25,1950-08-25,US,New Haven County
"Colias philodice Godart, 1819",-73.915465,45.418956,932850364,Pieridae,Colias,Colias philodice,Quebec,1950,10,9,1950-10-09,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,925596046,Pieridae,Colias,Colias philodice,Quebec,1950,10,26,1950-10-26,CA,Montreal
"Colias philodice Godart, 1819",-73.2327,41.4745,1039145405,Pieridae,Colias,Colias philodice,Connecticut,1950,10,22,1950-10-22,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039197370,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039121717,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039102531,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039171265,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039112572,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039055525,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039168126,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039045501,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039099531,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039130864,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039037288,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039075858,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039156334,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039137128,Pieridae,Colias,Colias philodice,Connecticut,1950,NA,NA,1950-01-01,US,New Haven County
"Colias philodice Godart, 1819",-81.099834,32.083541,863593756,Pieridae,Colias,Colias philodice,Georgia,1949,3,5,1949-03-05,US,Chatham
"Colias philodice Godart, 1819",-73.010033,41.35661,1039110272,Pieridae,Colias,Colias philodice,Connecticut,1949,5,8,1949-05-08,US,New Haven County
"Colias philodice Godart, 1819",-110,53.28333,1039093414,Pieridae,Colias,Colias philodice,Saskatchewan,1949,5,18,1949-05-18,CA,NA
"Colias philodice Godart, 1819",-73.010033,41.35661,1039075961,Pieridae,Colias,Colias philodice,Connecticut,1949,6,11,1949-06-11,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039143541,Pieridae,Colias,Colias philodice,Connecticut,1949,6,NA,1949-06-01,US,New Haven County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039171526,Pieridae,Colias,Colias philodice,Connecticut,1949,6,14,1949-06-14,US,New Haven County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039085969,Pieridae,Colias,Colias philodice,Connecticut,1949,6,20,1949-06-20,US,New Haven County
"Colias philodice Godart, 1819",-74.45349,40.73927,1039140379,Pieridae,Colias,Colias philodice,New Jersey,1949,7,8,1949-07-08,US,Morris County
"Colias philodice Godart, 1819",-73.915465,45.418956,925595421,Pieridae,Colias,Colias philodice,Quebec,1949,7,8,1949-07-08,CA,Montreal
"Colias philodice Godart, 1819",-97.837,39.361,1039102692,Pieridae,Colias,Colias philodice,Kansas,1949,7,3,1949-07-03,US,Cloud County
"Colias philodice Godart, 1819",-105.56038113821471,39.93991701962689,1039034364,Pieridae,Colias,Colias philodice,Colorado,1949,7,5,1949-07-05,US,Boulder County
"Colias philodice Godart, 1819",-73.915465,45.418956,932848151,Pieridae,Colias,Colias philodice,Quebec,1949,7,16,1949-07-16,CA,Montreal
"Colias philodice Godart, 1819",-106.83172,40.48498,1039064205,Pieridae,Colias,Colias philodice,Colorado,1949,7,14,1949-07-14,US,Grand County
"Colias philodice Godart, 1819",-110,53.28333,1039046271,Pieridae,Colias,Colias philodice,Saskatchewan,1949,7,3,1949-07-03,CA,NA
"Colias philodice Godart, 1819",-80.067869,37.269248,1039199835,Pieridae,Colias,Colias philodice,Virginia,1949,7,15,1949-07-15,US,Roanoke County
"Colias philodice Godart, 1819",-105.589168,39.894816,1039191097,Pieridae,Colias,Colias philodice,Colorado,1949,7,11,1949-07-11,US,Gilpin County
"Colias philodice Godart, 1819",-73.010033,41.35661,1039060988,Pieridae,Colias,Colias philodice,Connecticut,1949,8,20,1949-08-20,US,New Haven County
"Colias philodice Godart, 1819",-73.06946417786035,41.389960272181824,1039031662,Pieridae,Colias,Colias philodice,Connecticut,1949,8,20,1949-08-20,US,New Haven County
"Colias philodice Godart, 1819",-90.935875,40.199047,1502533732,Pieridae,Colias,Colias philodice,Illinois,1949,8,13,1949-08-13,US,Adams
"Colias philodice Godart, 1819",-73.915465,45.418956,932850913,Pieridae,Colias,Colias philodice,Quebec,1949,9,11,1949-09-11,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932850641,Pieridae,Colias,Colias philodice,Quebec,1949,9,10,1949-09-10,CA,Montreal
"Colias philodice eriphyle W.H.Edwards, 1876",-97.43917,35.2225,890728617,Pieridae,Colias,Colias philodice,Oklahoma,1949,9,13,1949-09-13,US,Cleveland
"Colias philodice eriphyle W.H.Edwards, 1876",-97.43917,35.2225,890728613,Pieridae,Colias,Colias philodice,Oklahoma,1949,9,10,1949-09-10,US,Cleveland
"Colias philodice Godart, 1819",-73.010033,41.35661,1039171654,Pieridae,Colias,Colias philodice,Connecticut,1949,9,11,1949-09-11,US,New Haven County
"Colias philodice Godart, 1819",-73.94272,45.408754,932850685,Pieridae,Colias,Colias philodice,Quebec,1949,9,4,1949-09-04,CA,NA
"Colias philodice Godart, 1819",-74.76905,41.02038,1039083293,Pieridae,Colias,Colias philodice,New Jersey,1949,9,3,1949-09-03,US,Sussex County
"Colias philodice eriphyle W.H.Edwards, 1876",-97.43917,35.2225,890728640,Pieridae,Colias,Colias philodice,Oklahoma,1949,9,10,1949-09-10,US,Cleveland
"Colias philodice Godart, 1819",-73.915465,45.418956,932850596,Pieridae,Colias,Colias philodice,Quebec,1949,9,10,1949-09-10,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,863593253,Pieridae,Colias,Colias philodice,Quebec,1949,9,10,1949-09-10,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932849738,Pieridae,Colias,Colias philodice,Quebec,1949,9,10,1949-09-10,CA,Montreal
"Colias philodice Godart, 1819",-73.010033,41.35661,1039050548,Pieridae,Colias,Colias philodice,Connecticut,1949,9,10,1949-09-10,US,New Haven County
"Colias philodice Godart, 1819",-74.76905,41.02038,1039034605,Pieridae,Colias,Colias philodice,New Jersey,1949,9,3,1949-09-03,US,Sussex County
"Colias philodice Godart, 1819",-73.915465,45.418956,932850462,Pieridae,Colias,Colias philodice,Quebec,1949,10,29,1949-10-29,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932850416,Pieridae,Colias,Colias philodice,Quebec,1949,10,29,1949-10-29,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932850295,Pieridae,Colias,Colias philodice,Quebec,1949,10,28,1949-10-28,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,863593233,Pieridae,Colias,Colias philodice,Quebec,1949,10,20,1949-10-20,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932849529,Pieridae,Colias,Colias philodice,Quebec,1949,10,29,1949-10-29,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932849615,Pieridae,Colias,Colias philodice,Quebec,1949,10,29,1949-10-29,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932848957,Pieridae,Colias,Colias philodice,Quebec,1949,10,19,1949-10-19,CA,Montreal
"Colias philodice Godart, 1819",-73.915465,45.418956,932847491,Pieridae,Colias,Colias philodice,Quebec,1949,10,29,1949-10-29,CA,Montreal
"Colias philodice Godart, 1819",-73.010033,41.35661,1039056259,Pieridae,Colias,Colias philodice,Connecticut,1949,11,23,1949-11-23,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039199010,Pieridae,Colias,Colias philodice,Connecticut,1949,NA,NA,1949-01-01,US,New Haven County
"Colias philodice Godart, 1819",-73.00889,41.3525,1039182983,Pieridae,Colias,Colias philodice,Connecticut,1949,NA,NA,1949-01-01,US,New Haven County
"Colias philodice Godart, 1819",-85.877,37.704,1039154224,Pieridae,Colias,Colias philodice,Kentucky,1948,4,11,1948-04-11,US,Hardin County
"Colias philodice Godart, 1819",-85.877,37.704,1039111441,Pieridae,Colias,Colias philodice,Kentucky,1948,5,9,1948-05-09,US,Hardin County
"Colias philodice Godart, 1819",-64.366005,45.083412,1039073641,Pieridae,Colias,Colias philodice,Nova Scotia,1948,6,3,1948-06-03,CA,Kings County
"Colias philodice Godart, 1819",-66.75604,44.58201,1039141107,Pieridae,Colias,Colias philodice,New Brunswick,1948,6,17,1948-06-17,CA,Charlotte County
"Colias philodice Godart, 1819",-70.60939505091555,41.409955073655524,1039109525,Pieridae,Colias,Colias philodice,Massachusetts,1948,7,9,1948-07-09,US,Dukes County
"Colias philodice Godart, 1819",-110,53.28333,1039160691,Pieridae,Colias,Colias philodice,Saskatchewan,1948,7,28,1948-07-28,CA,NA
"Colias philodice Godart, 1819",-110,53.28333,1039185565,Pieridae,Colias,Colias philodice,Saskatchewan,1948,7,16,1948-07-16,CA,NA
